Local time,Open,High,Low,Close,Volume
14.08.2017 00:00:00.000,142.013,142.013,142.013,142.013,0
14.08.2017 00:30:00.000,142.013,142.013,142.013,142.013,0
14.08.2017 01:00:00.000,142.013,142.013,142.013,142.013,0
14.08.2017 01:30:00.000,142.013,142.013,142.013,142.013,0
14.08.2017 02:00:00.000,142.013,142.013,142.013,142.013,0
14.08.2017 02:30:00.000,142.013,142.013,142.013,142.013,0
14.08.2017 03:00:00.000,142.013,142.013,142.013,142.013,0
14.08.2017 03:30:00.000,142.013,142.013,142.013,142.013,0
14.08.2017 04:00:00.000,142.013,142.013,142.013,142.013,0
14.08.2017 04:30:00.000,142.013,142.013,142.013,142.013,0
14.08.2017 05:00:00.000,142.013,142.013,142.013,142.013,0
14.08.2017 05:30:00.000,142.013,142.013,142.013,142.013,0
14.08.2017 06:00:00.000,142.013,142.013,141.627,141.903,489.1600000000001
14.08.2017 06:30:00.000,141.897,141.985,141.788,141.889,1309.0600000000002
14.08.2017 07:00:00.000,141.890,142.100,141.890,142.021,2289.2400000000002
14.08.2017 07:30:00.000,142.021,142.096,141.972,141.974,1896.8100000000004
14.08.2017 08:00:00.000,141.975,142.019,141.915,141.931,3047.37
14.08.2017 08:30:00.000,141.930,142.083,141.879,142.083,3907.57
14.08.2017 09:00:00.000,142.088,142.234,142.022,142.200,5327.12
14.08.2017 09:30:00.000,142.200,142.234,142.108,142.203,5397.069999999999
14.08.2017 10:00:00.000,142.202,142.399,142.199,142.384,4062.4500000000003
14.08.2017 10:30:00.000,142.381,142.403,142.276,142.317,4869.849999999998
14.08.2017 11:00:00.000,142.319,142.380,142.287,142.370,5301.08
14.08.2017 11:30:00.000,142.369,142.417,142.338,142.357,4585.1100000000015
14.08.2017 12:00:00.000,142.357,142.433,142.338,142.433,4667.71
14.08.2017 12:30:00.000,142.430,142.562,142.406,142.543,4468.67
14.08.2017 13:00:00.000,142.544,142.678,142.518,142.604,5234.459999999999
14.08.2017 13:30:00.000,142.605,142.652,142.452,142.464,3915.3200000000006
14.08.2017 14:00:00.000,142.465,142.517,142.418,142.444,4659.9
14.08.2017 14:30:00.000,142.445,142.546,142.408,142.541,3996.0200000000004
14.08.2017 15:00:00.000,142.540,142.602,142.449,142.534,5425.69
14.08.2017 15:30:00.000,142.534,142.568,142.475,142.511,4006.9300000000007
14.08.2017 16:00:00.000,142.509,142.590,142.421,142.458,4916.19
14.08.2017 16:30:00.000,142.458,142.737,142.426,142.642,6419.390000000001
14.08.2017 17:00:00.000,142.641,142.646,142.532,142.579,5623.59
14.08.2017 17:30:00.000,142.580,142.598,142.379,142.398,5319.369999999999
14.08.2017 18:00:00.000,142.396,142.441,142.258,142.276,4999.529999999999
14.08.2017 18:30:00.000,142.276,142.385,142.213,142.361,4937.740000000001
14.08.2017 19:00:00.000,142.358,142.413,142.270,142.322,4894.099999999999
14.08.2017 19:30:00.000,142.323,142.338,142.248,142.321,3673.9999999999995
14.08.2017 20:00:00.000,142.323,142.396,142.248,142.306,4864.95
14.08.2017 20:30:00.000,142.305,142.312,142.185,142.185,5682.2699999999995
14.08.2017 21:00:00.000,142.186,142.227,142.116,142.178,5957.160000000001
14.08.2017 21:30:00.000,142.178,142.311,142.105,142.291,7248.59
14.08.2017 22:00:00.000,142.289,142.316,142.149,142.195,6331.290000000002
14.08.2017 22:30:00.000,142.201,142.343,142.114,142.144,7804.4400000000005
14.08.2017 23:00:00.000,142.144,142.150,141.925,142.022,8138.160000000002
14.08.2017 23:30:00.000,142.022,142.197,141.959,142.170,7174.31
15.08.2017 00:00:00.000,142.169,142.215,142.089,142.174,6779.719999999998
15.08.2017 00:30:00.000,142.174,142.219,142.043,142.045,5009.470000000001
15.08.2017 01:00:00.000,142.043,142.169,142.039,142.102,4565.83
15.08.2017 01:30:00.000,142.103,142.125,142.066,142.075,5238.08
15.08.2017 02:00:00.000,142.076,142.130,142.041,142.073,5168.890000000001
15.08.2017 02:30:00.000,142.073,142.261,142.057,142.254,6890.610000000001
15.08.2017 03:00:00.000,142.256,142.281,142.176,142.241,5852.129999999999
15.08.2017 03:30:00.000,142.240,142.264,142.134,142.156,6793.000000000001
15.08.2017 04:00:00.000,142.155,142.285,142.104,142.247,6476.77
15.08.2017 04:30:00.000,142.246,142.256,142.166,142.182,5486.02
15.08.2017 05:00:00.000,142.184,142.233,142.173,142.215,4806.1
15.08.2017 05:30:00.000,142.211,142.268,142.092,142.104,4418.05
15.08.2017 06:00:00.000,142.114,142.146,142.067,142.071,4437.839999999999
15.08.2017 06:30:00.000,142.068,142.102,142.053,142.075,3549.63
15.08.2017 07:00:00.000,142.074,142.227,142.059,142.226,3613.6499999999996
15.08.2017 07:30:00.000,142.224,142.261,142.184,142.235,2719.66
15.08.2017 08:00:00.000,142.233,142.233,142.161,142.206,1762.97
15.08.2017 08:30:00.000,142.206,142.548,142.206,142.529,4053.4500000000003
15.08.2017 09:00:00.000,142.535,142.802,142.522,142.725,5298.580000000001
15.08.2017 09:30:00.000,142.724,142.870,142.702,142.831,4676.859999999999
15.08.2017 10:00:00.000,142.830,142.924,142.769,142.779,6032.159999999999
15.08.2017 10:30:00.000,142.779,142.863,142.770,142.836,6508.56
15.08.2017 11:00:00.000,142.835,142.883,142.769,142.834,4558.900000000001
15.08.2017 11:30:00.000,142.834,142.869,142.814,142.849,4416.610000000001
15.08.2017 12:00:00.000,142.849,142.891,142.824,142.850,5022.73
15.08.2017 12:30:00.000,142.850,142.902,142.804,142.863,5315.110000000001
15.08.2017 13:00:00.000,142.864,142.957,142.858,142.905,5867.6500000000015
15.08.2017 13:30:00.000,142.907,142.960,142.901,142.933,6021.709999999999
15.08.2017 14:00:00.000,142.934,143.016,142.925,142.977,6269.62
15.08.2017 14:30:00.000,142.977,143.191,142.973,143.124,6304.66
15.08.2017 15:00:00.000,143.120,143.139,142.994,143.044,5727.949999999998
15.08.2017 15:30:00.000,143.045,143.086,142.892,142.966,7276.870000000001
15.08.2017 16:00:00.000,142.966,143.083,142.868,142.905,7188.079999999999
15.08.2017 16:30:00.000,142.906,142.933,142.678,142.689,6024.849999999999
15.08.2017 17:00:00.000,142.689,143.051,142.636,142.974,6448.839999999999
15.08.2017 17:30:00.000,142.969,142.974,142.463,142.612,6720.54
15.08.2017 18:00:00.000,142.610,142.702,142.541,142.606,5932.800000000001
15.08.2017 18:30:00.000,142.605,142.638,142.373,142.381,5883.840000000002
15.08.2017 19:00:00.000,142.381,142.405,142.068,142.104,6759.12
15.08.2017 19:30:00.000,142.104,142.208,142.070,142.146,5077.51
15.08.2017 20:00:00.000,142.146,142.192,142.094,142.163,5664.91
15.08.2017 20:30:00.000,142.165,142.178,142.069,142.104,6010.779999999999
15.08.2017 21:00:00.000,142.108,142.270,142.067,142.235,6657.4800000000005
15.08.2017 21:30:00.000,142.230,142.462,142.230,142.420,10976.499999999998
15.08.2017 22:00:00.000,142.413,142.460,142.370,142.438,7312.72
15.08.2017 22:30:00.000,142.440,142.500,142.351,142.450,8536.86
15.08.2017 23:00:00.000,142.453,142.468,142.173,142.252,8295.970000000001
15.08.2017 23:30:00.000,142.251,142.302,142.072,142.088,7741.14
16.08.2017 00:00:00.000,142.093,142.112,141.975,142.075,7063.649999999999
16.08.2017 00:30:00.000,142.075,142.121,141.975,142.010,5114.640000000001
16.08.2017 01:00:00.000,142.011,142.117,141.974,142.103,5169.08
16.08.2017 01:30:00.000,142.103,142.189,142.059,142.118,5484.439999999999
16.08.2017 02:00:00.000,142.118,142.163,142.027,142.147,5198.410000000002
16.08.2017 02:30:00.000,142.145,142.222,142.140,142.186,4181.67
16.08.2017 03:00:00.000,142.192,142.220,142.135,142.155,4945.179999999999
16.08.2017 03:30:00.000,142.152,142.245,142.120,142.233,5852.879999999999
16.08.2017 04:00:00.000,142.232,142.290,142.223,142.271,4735.2
16.08.2017 04:30:00.000,142.271,142.271,142.155,142.204,5088.99
16.08.2017 05:00:00.000,142.205,142.300,142.177,142.300,5602.909999999999
16.08.2017 05:30:00.000,142.296,142.472,142.285,142.392,5418.31
16.08.2017 06:00:00.000,142.393,142.418,142.322,142.368,3788.2400000000007
16.08.2017 06:30:00.000,142.371,142.381,142.301,142.306,4965.229999999999
16.08.2017 07:00:00.000,142.312,142.336,142.296,142.312,3147.6299999999997
16.08.2017 07:30:00.000,142.312,142.381,142.299,142.340,2332.8899999999994
16.08.2017 08:00:00.000,142.339,142.342,142.232,142.283,2049.42
16.08.2017 08:30:00.000,142.285,142.321,142.259,142.303,1746.4
16.08.2017 09:00:00.000,142.302,142.441,142.269,142.404,2863.9100000000008
16.08.2017 09:30:00.000,142.404,142.428,142.325,142.418,3299.1500000000005
16.08.2017 10:00:00.000,142.415,142.483,142.319,142.354,3959.9399999999996
16.08.2017 10:30:00.000,142.355,142.455,142.355,142.448,3160.2499999999995
16.08.2017 11:00:00.000,142.448,142.453,142.392,142.413,3310.9700000000003
16.08.2017 11:30:00.000,142.413,142.444,142.327,142.328,2884.99
16.08.2017 12:00:00.000,142.330,142.396,142.309,142.393,2235.9999999999995
16.08.2017 12:30:00.000,142.394,142.422,142.370,142.403,2196.59
16.08.2017 13:00:00.000,142.402,142.419,142.384,142.401,1643.86
16.08.2017 13:30:00.000,142.401,142.480,142.400,142.447,2828.1200000000003
16.08.2017 14:00:00.000,142.448,142.513,142.370,142.382,3042.8500000000004
16.08.2017 14:30:00.000,142.380,142.426,142.336,142.372,2645.0099999999998
16.08.2017 15:00:00.000,142.371,142.377,142.249,142.340,3405.44
16.08.2017 15:30:00.000,142.340,142.470,142.335,142.411,3897.9199999999996
16.08.2017 16:00:00.000,142.411,142.801,142.407,142.799,5606.529999999999
16.08.2017 16:30:00.000,142.794,142.804,142.377,142.421,5744.93
16.08.2017 17:00:00.000,142.419,142.625,142.376,142.579,6330.51
16.08.2017 17:30:00.000,142.605,143.085,142.605,142.964,5948.420000000001
16.08.2017 18:00:00.000,142.955,143.096,142.928,142.981,4210.57
16.08.2017 18:30:00.000,142.979,142.997,142.785,142.815,3433.1200000000003
16.08.2017 19:00:00.000,142.818,142.829,142.661,142.667,4858.330000000001
16.08.2017 19:30:00.000,142.667,142.687,142.594,142.634,3763.8200000000006
16.08.2017 20:00:00.000,142.633,142.688,142.504,142.519,4473.639999999999
16.08.2017 20:30:00.000,142.519,142.617,142.502,142.579,4630.06
16.08.2017 21:00:00.000,142.578,142.660,142.534,142.537,4611.22
16.08.2017 21:30:00.000,142.531,142.602,142.462,142.530,5878.3
16.08.2017 22:00:00.000,142.531,142.630,142.460,142.535,5736.740000000001
16.08.2017 22:30:00.000,142.533,142.540,142.402,142.433,6390.539999999998
16.08.2017 23:00:00.000,142.433,142.454,142.295,142.322,4978.76
16.08.2017 23:30:00.000,142.321,142.608,142.321,142.570,6485.459999999998
17.08.2017 00:00:00.000,142.569,142.636,142.373,142.454,6218.9400000000005
17.08.2017 00:30:00.000,142.452,142.487,142.393,142.467,4356.49
17.08.2017 01:00:00.000,142.467,142.499,142.424,142.430,3800.7699999999995
17.08.2017 01:30:00.000,142.430,142.459,142.252,142.270,4451.1
17.08.2017 02:00:00.000,142.269,142.297,142.124,142.173,6462.149999999999
17.08.2017 02:30:00.000,142.174,142.281,142.090,142.132,6441.8099999999995
17.08.2017 03:00:00.000,142.125,142.175,141.789,141.833,11843.78
17.08.2017 03:30:00.000,141.832,141.960,141.722,141.917,7929.220000000001
17.08.2017 04:00:00.000,141.912,142.034,141.908,142.014,5175.940000000001
17.08.2017 04:30:00.000,142.014,142.052,141.955,141.996,5151.169999999999
17.08.2017 05:00:00.000,141.997,142.017,141.919,141.931,2863.9999999999995
17.08.2017 05:30:00.000,141.934,142.061,141.924,142.028,3673.2000000000003
17.08.2017 06:00:00.000,142.028,142.062,141.932,141.978,5097.150000000001
17.08.2017 06:30:00.000,141.974,141.982,141.862,141.931,7872.719999999998
17.08.2017 07:00:00.000,141.926,142.015,141.907,141.956,4508.650000000001
17.08.2017 07:30:00.000,141.956,141.965,141.897,141.929,2247.4100000000003
17.08.2017 08:00:00.000,141.929,141.976,141.850,141.863,1829.9900000000002
17.08.2017 08:30:00.000,141.863,141.912,141.764,141.783,3154.57
17.08.2017 09:00:00.000,141.783,141.820,141.668,141.793,3820.9000000000005
17.08.2017 09:30:00.000,141.792,141.864,141.576,141.589,4214.639999999999
17.08.2017 10:00:00.000,141.588,141.653,141.530,141.603,5501.329999999999
17.08.2017 10:30:00.000,141.603,141.652,141.505,141.591,5519.35
17.08.2017 11:00:00.000,141.590,141.710,141.567,141.660,3842.6299999999983
17.08.2017 11:30:00.000,141.658,141.779,141.635,141.711,4129.92
17.08.2017 12:00:00.000,141.709,141.866,141.698,141.840,3170.4100000000003
17.08.2017 12:30:00.000,141.840,141.843,141.800,141.811,2730.5399999999995
17.08.2017 13:00:00.000,141.813,141.831,141.768,141.817,2268.0299999999997
17.08.2017 13:30:00.000,141.816,141.837,141.794,141.803,1804.4499999999996
17.08.2017 14:00:00.000,141.805,141.839,141.664,141.714,3234.7999999999997
17.08.2017 14:30:00.000,141.713,141.735,141.603,141.654,3505.7800000000007
17.08.2017 15:00:00.000,141.652,141.733,141.609,141.633,3819.479999999999
17.08.2017 15:30:00.000,141.634,141.762,141.554,141.721,4073.5999999999995
17.08.2017 16:00:00.000,141.722,141.825,141.644,141.674,5605.780000000002
17.08.2017 16:30:00.000,141.674,141.780,141.640,141.685,5010.099999999999
17.08.2017 17:00:00.000,141.684,141.861,141.638,141.805,5527.460000000001
17.08.2017 17:30:00.000,141.802,142.009,141.736,141.810,5788.1100000000015
17.08.2017 18:00:00.000,141.812,141.852,141.683,141.768,4259.519999999999
17.08.2017 18:30:00.000,141.768,141.822,141.741,141.815,4436.999999999999
17.08.2017 19:00:00.000,141.817,141.817,141.639,141.700,5006.07
17.08.2017 19:30:00.000,141.698,141.751,141.633,141.698,4849.57
17.08.2017 20:00:00.000,141.698,141.784,141.546,141.750,5390.29
17.08.2017 20:30:00.000,141.751,142.035,141.648,141.734,8169.75
17.08.2017 21:00:00.000,141.737,141.818,141.683,141.805,6241.010000000001
17.08.2017 21:30:00.000,141.805,142.028,141.774,141.986,7904.35
17.08.2017 22:00:00.000,141.987,142.008,141.717,141.742,5934.560000000002
17.08.2017 22:30:00.000,141.744,141.864,141.669,141.735,8341.63
17.08.2017 23:00:00.000,141.733,141.754,141.341,141.391,11512.320000000002
17.08.2017 23:30:00.000,141.389,141.696,141.385,141.649,9760.130000000001
18.08.2017 00:00:00.000,141.653,141.756,141.569,141.622,7185.8099999999995
18.08.2017 00:30:00.000,141.623,141.654,141.489,141.605,6192.29
18.08.2017 01:00:00.000,141.605,141.650,141.465,141.540,5588.849999999999
18.08.2017 01:30:00.000,141.538,141.544,141.348,141.356,6901.410000000001
18.08.2017 02:00:00.000,141.354,141.396,141.257,141.271,6540.9800000000005
18.08.2017 02:30:00.000,141.271,141.403,141.263,141.316,5406.130000000001
18.08.2017 03:00:00.000,141.316,141.338,141.222,141.302,5085.969999999999
18.08.2017 03:30:00.000,141.300,141.300,141.196,141.197,5074.48
18.08.2017 04:00:00.000,141.201,141.215,141.022,141.044,5417.870000000002
18.08.2017 04:30:00.000,141.046,141.127,140.889,140.920,6121.950000000001
18.08.2017 05:00:00.000,140.918,140.997,140.854,140.954,4368.129999999999
18.08.2017 05:30:00.000,140.954,141.013,140.875,140.954,4686.040000000001
18.08.2017 06:00:00.000,140.954,141.005,140.902,140.925,5895.76
18.08.2017 06:30:00.000,140.923,140.940,140.806,140.821,3823.8
18.08.2017 07:00:00.000,140.821,140.855,140.718,140.782,3474.1099999999997
18.08.2017 07:30:00.000,140.782,140.920,140.782,140.920,1883.66
18.08.2017 08:00:00.000,140.919,141.005,140.854,140.912,1763.9899999999998
18.08.2017 08:30:00.000,140.912,140.912,140.621,140.650,3285.09
18.08.2017 09:00:00.000,140.649,140.845,140.608,140.823,4893.67
18.08.2017 09:30:00.000,140.823,140.874,140.727,140.843,3967.1499999999996
18.08.2017 10:00:00.000,140.843,140.959,140.826,140.906,3550.719999999999
18.08.2017 10:30:00.000,140.904,140.996,140.888,140.931,3598.3000000000006
18.08.2017 11:00:00.000,140.930,141.025,140.874,140.937,2589.24
18.08.2017 11:30:00.000,140.938,140.985,140.913,140.956,1967.6999999999998
18.08.2017 12:00:00.000,140.957,141.070,140.954,140.999,2534.6000000000004
18.08.2017 12:30:00.000,140.999,141.029,140.890,140.950,2119.97
18.08.2017 13:00:00.000,140.952,140.981,140.914,140.925,1835.7800000000004
18.08.2017 13:30:00.000,140.925,140.960,140.837,140.909,2005.7299999999996
18.08.2017 14:00:00.000,140.908,141.025,140.891,140.998,1654.0799999999997
18.08.2017 14:30:00.000,140.998,141.094,140.961,140.977,2684.67
18.08.2017 15:00:00.000,140.976,141.005,140.763,140.806,3471
18.08.2017 15:30:00.000,140.803,140.835,140.641,140.687,3517.709999999999
18.08.2017 16:00:00.000,140.687,140.710,140.533,140.596,6963.999999999999
18.08.2017 16:30:00.000,140.595,140.660,140.484,140.628,6171.459999999998
18.08.2017 17:00:00.000,140.625,140.642,140.400,140.570,5216.280000000001
18.08.2017 17:30:00.000,140.569,140.854,140.528,140.668,5685.800000000002
18.08.2017 18:00:00.000,140.673,140.809,140.620,140.719,5626.930000000001
18.08.2017 18:30:00.000,140.715,140.760,140.519,140.622,4491.969999999999
18.08.2017 19:00:00.000,140.622,140.672,140.544,140.645,4245.669999999999
18.08.2017 19:30:00.000,140.645,140.682,140.553,140.566,4296.84
18.08.2017 20:00:00.000,140.568,140.586,140.394,140.395,5127.2699999999995
18.08.2017 20:30:00.000,140.393,140.572,140.313,140.459,5604.700000000001
18.08.2017 21:00:00.000,140.458,140.485,140.318,140.434,5553.709999999999
18.08.2017 21:30:00.000,140.433,140.489,140.279,140.296,7125.700000000001
18.08.2017 22:00:00.000,140.296,140.309,140.135,140.183,6408.039999999999
18.08.2017 22:30:00.000,140.185,140.219,139.988,140.012,15608.5698
18.08.2017 23:00:00.000,140.009,140.073,139.867,139.899,9311.710000000001
18.08.2017 23:30:00.000,139.902,140.055,139.788,139.870,8728.050000000001
19.08.2017 00:00:00.000,139.874,140.246,139.791,140.195,10378.02
19.08.2017 00:30:00.000,140.192,140.547,140.114,140.417,9543.18
19.08.2017 01:00:00.000,140.417,140.732,140.381,140.697,7198.700000000002
19.08.2017 01:30:00.000,140.696,140.941,140.633,140.778,10721.22
19.08.2017 02:00:00.000,140.778,140.875,140.726,140.849,8450.149999999998
19.08.2017 02:30:00.000,140.846,140.858,140.640,140.671,6588.35
19.08.2017 03:00:00.000,140.675,140.778,140.638,140.737,4804.6900000000005
19.08.2017 03:30:00.000,140.737,140.767,140.622,140.653,5198.439999999999
19.08.2017 04:00:00.000,140.651,140.685,140.535,140.555,4158.49
19.08.2017 04:30:00.000,140.554,140.608,140.519,140.539,5681.59
19.08.2017 05:00:00.000,140.544,140.688,140.513,140.625,3190.6400000000003
19.08.2017 05:30:00.000,140.625,140.717,140.522,140.550,3256.73
19.08.2017 06:00:00.000,140.550,140.550,140.550,140.550,0
19.08.2017 06:30:00.000,140.550,140.550,140.550,140.550,0
19.08.2017 07:00:00.000,140.550,140.550,140.550,140.550,0
19.08.2017 07:30:00.000,140.550,140.550,140.550,140.550,0
19.08.2017 08:00:00.000,140.550,140.550,140.550,140.550,0
19.08.2017 08:30:00.000,140.550,140.550,140.550,140.550,0
19.08.2017 09:00:00.000,140.550,140.550,140.550,140.550,0
19.08.2017 09:30:00.000,140.550,140.550,140.550,140.550,0
19.08.2017 10:00:00.000,140.550,140.550,140.550,140.550,0
19.08.2017 10:30:00.000,140.550,140.550,140.550,140.550,0
19.08.2017 11:00:00.000,140.550,140.550,140.550,140.550,0
19.08.2017 11:30:00.000,140.550,140.550,140.550,140.550,0
19.08.2017 12:00:00.000,140.550,140.550,140.550,140.550,0
19.08.2017 12:30:00.000,140.550,140.550,140.550,140.550,0
19.08.2017 13:00:00.000,140.550,140.550,140.550,140.550,0
19.08.2017 13:30:00.000,140.550,140.550,140.550,140.550,0
19.08.2017 14:00:00.000,140.550,140.550,140.550,140.550,0
19.08.2017 14:30:00.000,140.550,140.550,140.550,140.550,0
19.08.2017 15:00:00.000,140.550,140.550,140.550,140.550,0
19.08.2017 15:30:00.000,140.550,140.550,140.550,140.550,0
19.08.2017 16:00:00.000,140.550,140.550,140.550,140.550,0
19.08.2017 16:30:00.000,140.550,140.550,140.550,140.550,0
19.08.2017 17:00:00.000,140.550,140.550,140.550,140.550,0
19.08.2017 17:30:00.000,140.550,140.550,140.550,140.550,0
19.08.2017 18:00:00.000,140.550,140.550,140.550,140.550,0
19.08.2017 18:30:00.000,140.550,140.550,140.550,140.550,0
19.08.2017 19:00:00.000,140.550,140.550,140.550,140.550,0
19.08.2017 19:30:00.000,140.550,140.550,140.550,140.550,0
19.08.2017 20:00:00.000,140.550,140.550,140.550,140.550,0
19.08.2017 20:30:00.000,140.550,140.550,140.550,140.550,0
19.08.2017 21:00:00.000,140.550,140.550,140.550,140.550,0
19.08.2017 21:30:00.000,140.550,140.550,140.550,140.550,0
19.08.2017 22:00:00.000,140.550,140.550,140.550,140.550,0
19.08.2017 22:30:00.000,140.550,140.550,140.550,140.550,0
19.08.2017 23:00:00.000,140.550,140.550,140.550,140.550,0
19.08.2017 23:30:00.000,140.550,140.550,140.550,140.550,0